id,pedido_id,cliente_id,categoria_problema,data_abertura,data_resolucao,status,id_x,produto_id,quantidade,preco_praticado,desconto_aplicado,id_y,nome,categoria,subcategoria,preco_unitario,custo_unitario,fornecedor
3844,5026,2590,cobrança,2023-11-25,2023-11-28,resolvido,12277,142,3,2335.74,0.28,142,Material Escolar 142,Livros & Papelaria,Material Escolar,3244.08,1779.8,TechBrasil Ltda
3845,13671,2199,defeito,2023-11-16,,escalado,33488,75,5,1889.34,0.01,75,Tênis Esportivo 75,Esporte & Lazer,Tênis Esportivo,1908.42,1300.2,GlobalBR Comércio
3845,13671,2199,defeito,2023-11-16,,escalado,33489,52,3,1128.54,0.04,52,Móveis 52,Casa & Decoração,Móveis,1175.56,738.61,DeltaFornece ME
3846,227,140,dúvida,2024-01-22,2024-01-25,resolvido,536,155,3,720.88,0.19,155,Roupas Infantis 155,Bebês & Crianças,Roupas Infantis,889.98,595.05,DeltaFornece ME
3847,14471,2654,defeito,2023-11-23,2023-11-28,resolvido,35462,144,1,595.54,0.04,144,Fraldas 144,Bebês & Crianças,Fraldas,620.35,355.47,NorteImport Ltda
3848,1665,596,atraso,2024-12-25,,aberto,4033,105,5,681.61,0.3,105,Suplementos 105,Beleza & Saúde,Suplementos,973.73,417.97,TechBrasil Ltda
3849,9743,2195,cobrança,2024-08-10,,escalado,23821,74,1,2788.22,0.02,74,Bicicletas 74,Esporte & Lazer,Bicicletas,2845.12,1579.37,SulFornece SA
3850,14510,2295,dúvida,2024-08-13,2024-08-16,resolvido,35553,147,2,2271.04,0.22,147,Fraldas 147,Bebês & Crianças,Fraldas,2911.59,1402.16,MarcoPolo Distribuição
3850,14510,2295,dúvida,2024-08-13,2024-08-16,resolvido,35554,93,5,2655.34,0.08,93,Cosméticos 93,Beleza & Saúde,Cosméticos,2886.24,1265.79,FornecedorX
3851,2651,2356,troca,2023-12-05,,escalado,6462,81,3,1675.71,0.04,81,Equipamentos de Academia 81,Esporte & Lazer,Equipamentos de Academia,1745.53,859.98,GlobalBR Comércio
3851,2651,2356,troca,2023-12-05,,escalado,6463,177,5,573.46,0.0,177,Brinquedos 177,Bebês & Crianças,Brinquedos,573.46,251.29,GlobalBR Comércio
3851,2651,2356,troca,2023-12-05,,escalado,6464,35,1,2747.17,0.05,35,Calças 35,Moda,Calças,2891.76,1178.21,NorteImport Ltda
3851,2651,2356,troca,2023-12-05,,escalado,6465,59,1,626.22,0.03,59,Tapetes 59,Casa & Decoração,Tapetes,645.59,333.12,FornecedorX
3851,2651,2356,troca,2023-12-05,,escalado,6466,173,2,2428.05,0.04,173,Material Escolar 173,Livros & Papelaria,Material Escolar,2529.22,1073.72,GlobalBR Comércio
3852,5471,2811,troca,2024-03-03,2024-03-06,resolvido,13405,129,5,2268.89,0.02,129,Livros Técnicos 129,Livros & Papelaria,Livros Técnicos,2315.19,1057.09,MarcoPolo Distribuição
3852,5471,2811,troca,2024-03-03,2024-03-06,resolvido,13406,101,1,1764.39,0.04,101,Cuidados com a Pele 101,Beleza & Saúde,Cuidados com a Pele,1837.91,1126.77,MegaDistribuidora
3853,14174,454,defeito,2023-11-28,,aberto,34772,128,3,1285.16,0.04,128,Livros Técnicos 128,Livros & Papelaria,Livros Técnicos,1338.71,888.72,TechBrasil Ltda
3853,14174,454,defeito,2023-11-28,,aberto,34773,105,4,944.52,0.03,105,Suplementos 105,Beleza & Saúde,Suplementos,973.73,417.97,TechBrasil Ltda
3854,9514,2188,atraso,2023-08-13,2023-08-24,resolvido,23247,193,2,1565.45,0.04,193,Luminárias 193,Casa & Decoração,Luminárias,1630.68,1222.51,NorteImport Ltda
3854,9514,2188,atraso,2023-08-13,2023-08-24,resolvido,23248,4,2,3432.82,0.01,4,Notebooks 4,Eletrônicos,Notebooks,3467.5,1603.14,GlobalBR Comércio
3855,185,79,atraso,2023-12-05,,aberto,432,104,2,1684.7,0.17,104,Suplementos 104,Beleza & Saúde,Suplementos,2029.76,1089.14,MegaDistribuidora
3855,185,79,atraso,2023-12-05,,aberto,433,196,3,829.3,0.22,196,Calçados 196,Moda,Calçados,1063.2,444.02,AlphaSupply
3855,185,79,atraso,2023-12-05,,aberto,434,112,3,355.66,0.22,112,Cafés 112,Alimentos & Bebidas,Cafés,455.98,279.02,MegaDistribuidora
3856,3302,849,defeito,2024-04-24,,aberto,8024,114,3,846.18,0.04,114,Cafés 114,Alimentos & Bebidas,Cafés,881.44,396.49,DeltaFornece ME
3856,3302,849,defeito,2024-04-24,,aberto,8025,29,3,1189.7,0.03,29,Camisetas 29,Moda,Camisetas,1226.5,497.36,SulFornece SA
3857,4600,520,cobrança,2023-11-08,2023-11-14,resolvido,11183,129,3,2176.28,0.06,129,Livros Técnicos 129,Livros & Papelaria,Livros Técnicos,2315.19,1057.09,MarcoPolo Distribuição
3858,725,2710,defeito,2024-10-07,2024-10-15,resolvido,1753,90,5,595.99,0.02,90,Natação 90,Esporte & Lazer,Natação,608.15,393.36,NorteImport Ltda
3858,725,2710,defeito,2024-10-07,2024-10-15,resolvido,1754,27,4,2291.88,0.02,27,Câmeras 27,Eletrônicos,Câmeras,2338.65,1311.28,MarcoPolo Distribuição
3859,8550,2759,cobrança,2024-11-19,,escalado,20937,135,1,2204.33,0.01,135,Agendas 135,Livros & Papelaria,Agendas,2226.6,1510.4,NorteImport Ltda
3860,2654,227,atraso,2024-01-19,2024-01-25,resolvido,6469,98,3,3147.02,0.0,98,Perfumes 98,Beleza & Saúde,Perfumes,3147.02,1851.26,NorteImport Ltda
3860,2654,227,atraso,2024-01-19,2024-01-25,resolvido,6470,59,3,639.13,0.01,59,Tapetes 59,Casa & Decoração,Tapetes,645.59,333.12,FornecedorX
3861,7281,1513,cobrança,2024-11-11,,aberto,17849,110,3,2137.48,0.03,110,Vitaminas 110,Beleza & Saúde,Vitaminas,2203.59,1145.98,TechBrasil Ltda
3862,12165,1696,dúvida,2024-02-18,,escalado,29798,7,3,482.28,0.03,7,Notebooks 7,Eletrônicos,Notebooks,497.2,294.9,SulFornece SA
3862,12165,1696,dúvida,2024-02-18,,escalado,29799,177,1,550.52,0.04,177,Brinquedos 177,Bebês & Crianças,Brinquedos,573.46,251.29,GlobalBR Comércio
3862,12165,1696,dúvida,2024-02-18,,escalado,29800,48,4,3091.09,0.02,48,Roupas Íntimas 48,Moda,Roupas Íntimas,3154.17,2030.49,FornecedorX
3863,2950,1001,troca,2023-12-27,2024-01-06,resolvido,7189,93,2,2828.52,0.02,93,Cosméticos 93,Beleza & Saúde,Cosméticos,2886.24,1265.79,FornecedorX
3864,80,1362,atraso,2024-02-22,2024-03-04,resolvido,183,3,2,1943.47,0.2,3,Notebooks 3,Eletrônicos,Notebooks,2429.34,1524.46,TechBrasil Ltda
3864,80,1362,atraso,2024-02-22,2024-03-04,resolvido,184,152,1,1283.57,0.26,152,Roupas Infantis 152,Bebês & Crianças,Roupas Infantis,1734.56,968.0,FornecedorX
3865,13144,1994,atraso,2023-11-05,2023-11-12,resolvido,32198,166,2,1318.43,0.04,166,Utensílios 166,Casa & Decoração,Utensílios,1373.36,672.28,GlobalBR Comércio
3865,13144,1994,atraso,2023-11-05,2023-11-12,resolvido,32199,130,1,615.85,,130,Literatura 130,Livros & Papelaria,Literatura,648.26,479.8,GlobalBR Comércio
3866,13741,259,atraso,2023-01-22,,escalado,33654,105,3,944.52,0.03,105,Suplementos 105,Beleza & Saúde,Suplementos,973.73,417.97,TechBrasil Ltda
3867,6487,897,cobrança,2024-05-28,2024-05-29,resolvido,15911,91,3,2579.87,0.02,91,Cosméticos 91,Beleza & Saúde,Cosméticos,2632.52,1144.28,MarcoPolo Distribuição
3867,6487,897,cobrança,2024-05-28,2024-05-29,resolvido,15912,200,1,1878.55,0.25,200,Luminárias 200,Casa & Decoração,Luminárias,2504.74,1010.42,DeltaFornece ME
3867,6487,897,cobrança,2024-05-28,2024-05-29,resolvido,15913,52,4,834.65,0.29,52,Móveis 52,Casa & Decoração,Móveis,1175.56,738.61,DeltaFornece ME
3868,14980,2049,cobrança,2024-11-23,2024-11-24,resolvido,36695,109,4,1951.71,0.05,109,Vitaminas 109,Beleza & Saúde,Vitaminas,2054.43,1381.9,MegaDistribuidora
3869,3876,2417,defeito,2024-01-06,2024-01-14,resolvido,9388,74,5,2816.67,0.01,74,Bicicletas 74,Esporte & Lazer,Bicicletas,2845.12,1579.37,SulFornece SA
3869,3876,2417,defeito,2024-01-06,2024-01-14,resolvido,9389,23,3,1025.22,0.0,23,Câmeras 23,Eletrônicos,Câmeras,1025.22,552.96,DeltaFornece ME
3869,3876,2417,defeito,2024-01-06,2024-01-14,resolvido,9390,77,3,1535.09,0.02,77,Tênis Esportivo 77,Esporte & Lazer,Tênis Esportivo,1566.42,1007.2,AlphaSupply
3869,3876,2417,defeito,2024-01-06,2024-01-14,resolvido,9391,126,1,2236.91,0.02,126,Snacks Saudáveis 126,Alimentos & Bebidas,Snacks Saudáveis,2282.56,1024.25,AlphaSupply
3869,3876,2417,defeito,2024-01-06,2024-01-14,resolvido,9392,45,1,472.5,0.04,45,Acessórios 45,Moda,Acessórios,492.19,208.51,SulFornece SA
3870,10799,1077,dúvida,2023-03-14,2023-03-21,resolvido,26490,171,2,48.3,0.15,171,Fones de Ouvido 171,Eletrônicos,Fones de Ouvido,56.82,33.59,SulFornece SA
3870,10799,1077,dúvida,2023-03-14,2023-03-21,resolvido,26491,76,3,577.35,0.12,76,Tênis Esportivo 76,Esporte & Lazer,Tênis Esportivo,656.08,334.93,MegaDistribuidora
3870,10799,1077,dúvida,2023-03-14,2023-03-21,resolvido,26492,197,2,2511.3,0.14,197,Literatura 197,Livros & Papelaria,Literatura,2920.12,1970.78,NorteImport Ltda
3870,10799,1077,dúvida,2023-03-14,2023-03-21,resolvido,26493,114,5,793.3,0.1,114,Cafés 114,Alimentos & Bebidas,Cafés,881.44,396.49,DeltaFornece ME
3870,10799,1077,dúvida,2023-03-14,2023-03-21,resolvido,26494,141,3,1467.91,0.21,141,Material Escolar 141,Livros & Papelaria,Material Escolar,1858.11,1017.03,AlphaSupply
3870,10799,1077,dúvida,2023-03-14,2023-03-21,resolvido,26495,189,3,1538.59,0.25,189,Vinhos 189,Alimentos & Bebidas,Vinhos,2051.45,1072.43,SulFornece SA
3871,10404,2375,troca,2024-11-09,,aberto,25500,166,2,1318.43,0.04,166,Utensílios 166,Casa & Decoração,Utensílios,1373.36,672.28,GlobalBR Comércio
3871,10404,2375,troca,2024-11-09,,aberto,25501,58,4,1912.53,0.02,58,Luminárias 58,Casa & Decoração,Luminárias,1951.56,977.09,FornecedorX
3872,2898,2857,atraso,2023-03-15,2023-03-27,resolvido,7058,135,1,2182.07,0.02,135,Agendas 135,Livros & Papelaria,Agendas,2226.6,1510.4,NorteImport Ltda
3873,8200,628,dúvida,2023-05-12,2023-05-18,resolvido,20134,5,4,1288.54,0.03,5,Notebooks 5,Eletrônicos,Notebooks,1328.39,672.73,GlobalBR Comércio
3874,7240,2088,defeito,2024-02-06,2024-02-15,resolvido,17760,95,3,2803.85,0.05,95,Cosméticos 95,Beleza & Saúde,Cosméticos,2951.42,2160.53,DeltaFornece ME
3875,9243,2435,troca,2023-08-27,2023-09-01,resolvido,22605,109,2,1848.99,0.1,109,Vitaminas 109,Beleza & Saúde,Vitaminas,2054.43,1381.9,MegaDistribuidora
3875,9243,2435,troca,2023-08-27,2023-09-01,resolvido,22606,183,1,257.31,0.24,183,Chás 183,Alimentos & Bebidas,Chás,338.56,182.5,DeltaFornece ME
3876,395,2325,atraso,2024-01-04,,escalado,957,69,4,874.9,0.05,69,Utensílios 69,Casa & Decoração,Utensílios,920.95,417.57,TechBrasil Ltda
3876,395,2325,atraso,2024-01-04,,escalado,958,36,4,1490.09,0.02,36,Calças 36,Moda,Calças,1520.5,837.31,MarcoPolo Distribuição
3877,9740,2906,dúvida,2023-01-30,2023-02-02,resolvido,23815,131,5,3418.97,0.02,131,Literatura 131,Livros & Papelaria,Literatura,3488.74,1822.68,FornecedorX
3877,9740,2906,dúvida,2023-01-30,2023-02-02,resolvido,23816,96,2,1474.65,0.05,96,Cosméticos 96,Beleza & Saúde,Cosméticos,1552.26,847.02,MegaDistribuidora
3877,9740,2906,dúvida,2023-01-30,2023-02-02,resolvido,23817,1,4,1604.15,0.01,1,Smartphones 1,Eletrônicos,Smartphones,1620.35,929.9,DeltaFornece ME
3878,13209,2886,atraso,2024-07-07,2024-07-17,resolvido,32364,162,4,199.26,0.19,162,Cuidados com a Pele 162,Beleza & Saúde,Cuidados com a Pele,246.0,103.27,NorteImport Ltda
3878,13209,2886,atraso,2024-07-07,2024-07-17,resolvido,32365,197,1,2511.3,0.14,197,Literatura 197,Livros & Papelaria,Literatura,2920.12,1970.78,NorteImport Ltda
3879,2684,2436,atraso,2023-11-09,,escalado,6533,98,1,3115.55,0.01,98,Perfumes 98,Beleza & Saúde,Perfumes,3147.02,1851.26,NorteImport Ltda
3880,4002,2760,cobrança,2024-09-16,2024-09-22,resolvido,9709,6,2,2649.79,0.01,6,Notebooks 6,Eletrônicos,Notebooks,2676.56,1434.44,MegaDistribuidora
3880,4002,2760,cobrança,2024-09-16,2024-09-22,resolvido,9710,94,1,2643.5,0.0,94,Cosméticos 94,Beleza & Saúde,Cosméticos,2643.5,1865.66,MegaDistribuidora
3881,9565,1903,atraso,2023-09-03,2023-09-08,resolvido,23376,12,2,2598.8,0.03,12,Fones de Ouvido 12,Eletrônicos,Fones de Ouvido,2679.18,1471.05,TechBrasil Ltda
3881,9565,1903,atraso,2023-09-03,2023-09-08,resolvido,23377,67,2,2831.36,0.03,67,Vasos 67,Casa & Decoração,Vasos,2918.93,1326.84,DeltaFornece ME
3882,2472,449,troca,2023-03-19,,aberto,6049,47,5,1454.11,0.06,47,Roupas Íntimas 47,Moda,Roupas Íntimas,1546.93,1144.28,MarcoPolo Distribuição
3882,2472,449,troca,2023-03-19,,aberto,6050,171,4,45.46,0.2,171,Fones de Ouvido 171,Eletrônicos,Fones de Ouvido,56.82,33.59,SulFornece SA
3883,13613,967,defeito,2023-12-06,2023-12-07,resolvido,33341,147,2,2096.34,0.28,147,Fraldas 147,Bebês & Crianças,Fraldas,2911.59,1402.16,MarcoPolo Distribuição
3883,13613,967,defeito,2023-12-06,2023-12-07,resolvido,33342,117,2,1742.36,0.28,117,Chás 117,Alimentos & Bebidas,Chás,2419.94,1537.07,MegaDistribuidora
3884,839,301,atraso,2023-06-02,,aberto,2027,48,3,3154.17,0.0,48,Roupas Íntimas 48,Moda,Roupas Íntimas,3154.17,2030.49,FornecedorX
3884,839,301,atraso,2023-06-02,,aberto,2028,186,5,2078.72,0.04,186,Quadros 186,Casa & Decoração,Quadros,2165.33,1023.95,FornecedorX
3884,839,301,atraso,2023-06-02,,aberto,2029,116,4,1196.22,0.03,116,Chás 116,Alimentos & Bebidas,Chás,1233.22,819.88,TechBrasil Ltda
3885,2957,73,atraso,2023-10-05,2023-10-19,resolvido,7202,145,5,3285.62,0.0,145,Fraldas 145,Bebês & Crianças,Fraldas,3285.62,1878.71,FornecedorX
3885,2957,73,atraso,2023-10-05,2023-10-19,resolvido,7203,97,1,1026.11,0.03,97,Perfumes 97,Beleza & Saúde,Perfumes,1057.85,593.29,MarcoPolo Distribuição
3885,2957,73,atraso,2023-10-05,2023-10-19,resolvido,7204,142,1,3179.2,0.02,142,Material Escolar 142,Livros & Papelaria,Material Escolar,3244.08,1779.8,TechBrasil Ltda
3886,905,2143,dúvida,2024-09-14,2024-09-23,resolvido,2169,13,2,1599.82,0.19,13,Fones de Ouvido 13,Eletrônicos,Fones de Ouvido,1975.09,1098.87,NorteImport Ltda
3886,905,2143,dúvida,2024-09-14,2024-09-23,resolvido,2170,55,3,2514.2,0.0,55,Luminárias 55,Casa & Decoração,Luminárias,2514.2,1470.04,SulFornece SA
3887,1190,1477,dúvida,2024-05-16,2024-05-26,resolvido,2890,91,1,2632.52,0.0,91,Cosméticos 91,Beleza & Saúde,Cosméticos,2632.52,1144.28,MarcoPolo Distribuição
3887,1190,1477,dúvida,2024-05-16,2024-05-26,resolvido,2891,70,4,1129.72,0.04,70,Utensílios 70,Casa & Decoração,Utensílios,1176.79,681.46,AlphaSupply
3888,10110,264,dúvida,2023-02-12,2023-02-22,resolvido,24769,29,2,1165.17,0.05,29,Camisetas 29,Moda,Camisetas,1226.5,497.36,SulFornece SA
3888,10110,264,dúvida,2023-02-12,2023-02-22,resolvido,24770,183,1,240.38,0.29,183,Chás 183,Alimentos & Bebidas,Chás,338.56,182.5,DeltaFornece ME
3889,11698,1609,dúvida,2024-08-31,2024-09-08,resolvido,28692,60,1,407.19,0.19,60,Tapetes 60,Casa & Decoração,Tapetes,502.7,225.85,DeltaFornece ME
3889,11698,1609,dúvida,2024-08-31,2024-09-08,resolvido,28693,199,3,1995.52,0.01,199,Calças 199,Moda,Calças,2015.68,1178.62,GlobalBR Comércio
3889,11698,1609,dúvida,2024-08-31,2024-09-08,resolvido,28694,113,5,325.36,0.26,113,Cafés 113,Alimentos & Bebidas,Cafés,439.68,292.65,TechBrasil Ltda
3889,11698,1609,dúvida,2024-08-31,2024-09-08,resolvido,28695,195,3,116.81,0.09,195,Acessórios 195,Moda,Acessórios,128.36,64.44,SulFornece SA
3889,11698,1609,dúvida,2024-08-31,2024-09-08,resolvido,28696,30,4,2721.78,0.16,30,Camisetas 30,Moda,Camisetas,3240.21,1923.14,TechBrasil Ltda
3889,11698,1609,dúvida,2024-08-31,2024-09-08,resolvido,28697,43,1,1118.66,0.16,43,Acessórios 43,Moda,Acessórios,1331.74,631.79,DeltaFornece ME
3890,2225,2159,dúvida,2023-03-05,,escalado,5399,75,1,1870.25,0.02,75,Tênis Esportivo 75,Esporte & Lazer,Tênis Esportivo,1908.42,1300.2,GlobalBR Comércio
3891,4781,1105,atraso,2023-09-17,,escalado,11641,26,5,3002.87,0.02,26,Câmeras 26,Eletrônicos,Câmeras,3064.15,1435.33,NorteImport Ltda
3891,4781,1105,atraso,2023-09-17,,escalado,11642,120,5,720.25,0.02,120,Chás 120,Alimentos & Bebidas,Chás,734.95,533.29,MarcoPolo Distribuição
3892,6593,2514,cobrança,2024-03-26,,aberto,16162,134,5,214.13,0.24,134,Literatura 134,Livros & Papelaria,Literatura,281.75,123.22,MarcoPolo Distribuição
3892,6593,2514,cobrança,2024-03-26,,aberto,16163,181,2,1503.94,0.06,181,Fraldas 181,Bebês & Crianças,Fraldas,1599.94,811.55,SulFornece SA
3892,6593,2514,cobrança,2024-03-26,,aberto,16164,64,3,887.81,0.03,64,Quadros 64,Casa & Decoração,Quadros,915.27,540.98,AlphaSupply
3893,639,1899,atraso,2023-01-16,2023-02-03,resolvido,1553,179,3,428.7,0.01,179,Luminárias 179,Casa & Decoração,Luminárias,433.03,295.11,NorteImport Ltda
3893,639,1899,atraso,2023-01-16,2023-02-03,resolvido,1554,155,4,863.28,0.03,155,Roupas Infantis 155,Bebês & Crianças,Roupas Infantis,889.98,595.05,DeltaFornece ME
3894,832,385,defeito,2023-12-19,,escalado,2013,135,2,2048.47,0.08,135,Agendas 135,Livros & Papelaria,Agendas,2226.6,1510.4,NorteImport Ltda
3894,832,385,defeito,2023-12-19,,escalado,2014,82,5,3072.2,0.06,82,Equipamentos de Academia 82,Esporte & Lazer,Equipamentos de Academia,3268.3,1773.47,MegaDistribuidora
3894,832,385,defeito,2023-12-19,,escalado,2015,105,2,944.52,0.03,105,Suplementos 105,Beleza & Saúde,Suplementos,973.73,417.97,TechBrasil Ltda
3894,832,385,defeito,2023-12-19,,escalado,2016,36,1,1520.5,0.0,36,Calças 36,Moda,Calças,1520.5,837.31,MarcoPolo Distribuição
3895,7648,1409,dúvida,2023-10-05,2023-10-14,resolvido,18785,124,2,2088.87,0.05,124,Chocolates 124,Alimentos & Bebidas,Chocolates,2198.81,1230.03,GlobalBR Comércio
3896,3945,1096,cobrança,2023-06-11,2023-06-12,resolvido,9566,146,2,2511.88,0.05,146,Fraldas 146,Bebês & Crianças,Fraldas,2644.08,1658.6,AlphaSupply
3896,3945,1096,cobrança,2023-06-11,2023-06-12,resolvido,9567,125,2,323.26,0.02,125,Chocolates 125,Alimentos & Bebidas,Chocolates,329.86,174.33,AlphaSupply
3897,9883,949,troca,2024-12-24,2025-01-01,resolvido,24162,90,5,602.07,0.01,90,Natação 90,Esporte & Lazer,Natação,608.15,393.36,NorteImport Ltda
3897,9883,949,troca,2024-12-24,2025-01-01,resolvido,24163,177,4,556.26,0.03,177,Brinquedos 177,Bebês & Crianças,Brinquedos,573.46,251.29,GlobalBR Comércio
3897,9883,949,troca,2024-12-24,2025-01-01,resolvido,24164,14,1,2333.55,0.03,14,Fones de Ouvido 14,Eletrônicos,Fones de Ouvido,2405.72,1384.95,NorteImport Ltda
3898,9707,1758,cobrança,2023-11-07,2023-11-12,resolvido,23726,16,2,390.93,0.04,16,Fones de Ouvido 16,Eletrônicos,Fones de Ouvido,407.22,239.56,MarcoPolo Distribuição
3898,9707,1758,cobrança,2023-11-07,2023-11-12,resolvido,23727,151,3,686.65,0.05,151,Brinquedos 151,Bebês & Crianças,Brinquedos,722.79,302.5,MegaDistribuidora
3899,4610,1993,cobrança,2023-11-27,,escalado,11198,74,3,2532.16,0.11,74,Bicicletas 74,Esporte & Lazer,Bicicletas,2845.12,1579.37,SulFornece SA
3900,14395,2147,defeito,2024-02-02,,escalado,35292,135,3,1959.41,0.12,135,Agendas 135,Livros & Papelaria,Agendas,2226.6,1510.4,NorteImport Ltda
3900,14395,2147,defeito,2024-02-02,,escalado,35293,94,3,2088.37,0.21,94,Cosméticos 94,Beleza & Saúde,Cosméticos,2643.5,1865.66,MegaDistribuidora
3900,14395,2147,defeito,2024-02-02,,escalado,35294,187,1,638.32,0.2,187,Cafés 187,Alimentos & Bebidas,Cafés,797.9,355.62,MarcoPolo Distribuição
3900,14395,2147,defeito,2024-02-02,,escalado,35295,27,5,1941.08,0.17,27,Câmeras 27,Eletrônicos,Câmeras,2338.65,1311.28,MarcoPolo Distribuição
3901,11424,448,cobrança,2024-02-17,2024-02-23,resolvido,28032,48,2,3154.17,0.0,48,Roupas Íntimas 48,Moda,Roupas Íntimas,3154.17,2030.49,FornecedorX
3901,11424,448,cobrança,2024-02-17,2024-02-23,resolvido,28033,66,3,1009.93,0.04,66,Quadros 66,Casa & Decoração,Quadros,1052.01,467.25,NorteImport Ltda
3902,4838,1852,dúvida,2023-11-06,2023-11-12,resolvido,11774,144,2,589.33,0.05,144,Fraldas 144,Bebês & Crianças,Fraldas,620.35,355.47,NorteImport Ltda
3902,4838,1852,dúvida,2023-11-06,2023-11-12,resolvido,11775,173,4,2402.76,0.05,173,Material Escolar 173,Livros & Papelaria,Material Escolar,2529.22,1073.72,GlobalBR Comércio
3902,4838,1852,dúvida,2023-11-06,2023-11-12,resolvido,11776,165,2,1815.25,0.05,165,Tapetes 165,Casa & Decoração,Tapetes,1910.79,1075.71,MarcoPolo Distribuição
3903,6099,859,cobrança,2023-07-23,2023-08-01,resolvido,14964,69,5,920.95,0.0,69,Utensílios 69,Casa & Decoração,Utensílios,920.95,417.57,TechBrasil Ltda
3904,4119,2930,dúvida,2024-10-03,,escalado,9986,187,4,694.17,0.13,187,Cafés 187,Alimentos & Bebidas,Cafés,797.9,355.62,MarcoPolo Distribuição
3905,13448,1270,troca,2023-08-14,2023-08-21,resolvido,32962,67,5,2772.98,0.05,67,Vasos 67,Casa & Decoração,Vasos,2918.93,1326.84,DeltaFornece ME
3905,13448,1270,troca,2023-08-14,2023-08-21,resolvido,32963,121,5,1322.85,0.01,121,Vinhos 121,Alimentos & Bebidas,Vinhos,1336.21,814.13,MegaDistribuidora
3906,1000,1345,dúvida,2023-02-13,,escalado,2407,28,2,2277.16,0.22,28,Camisetas 28,Moda,Camisetas,2919.43,1429.85,DeltaFornece ME
3906,1000,1345,dúvida,2023-02-13,,escalado,2408,110,4,1851.02,0.16,110,Vitaminas 110,Beleza & Saúde,Vitaminas,2203.59,1145.98,TechBrasil Ltda
3907,14385,2302,atraso,2024-05-19,,escalado,35270,25,4,1251.96,0.01,25,Câmeras 25,Eletrônicos,Câmeras,1264.61,902.26,AlphaSupply
3908,1530,2440,atraso,2023-11-22,2023-11-29,resolvido,3686,77,3,1566.42,0.0,77,Tênis Esportivo 77,Esporte & Lazer,Tênis Esportivo,1566.42,1007.2,AlphaSupply
3908,1530,2440,atraso,2023-11-22,2023-11-29,resolvido,3687,3,2,2332.17,0.04,3,Notebooks 3,Eletrônicos,Notebooks,2429.34,1524.46,TechBrasil Ltda
3909,7654,934,dúvida,2023-12-08,2023-12-17,resolvido,18798,11,4,1378.3,0.05,11,Fones de Ouvido 11,Eletrônicos,Fones de Ouvido,1450.84,788.4,MegaDistribuidora
3909,7654,934,dúvida,2023-12-08,2023-12-17,resolvido,18799,129,2,2315.19,0.0,129,Livros Técnicos 129,Livros & Papelaria,Livros Técnicos,2315.19,1057.09,MarcoPolo Distribuição
3910,10547,1011,dúvida,2024-02-15,2024-02-18,resolvido,25861,200,2,2504.74,0.0,200,Luminárias 200,Casa & Decoração,Luminárias,2504.74,1010.42,DeltaFornece ME
3910,10547,1011,dúvida,2024-02-15,2024-02-18,resolvido,25862,73,3,1458.42,0.03,73,Bicicletas 73,Esporte & Lazer,Bicicletas,1503.53,1107.95,SulFornece SA
3911,3492,316,troca,2023-12-22,2023-12-30,resolvido,8476,166,5,1304.69,0.05,166,Utensílios 166,Casa & Decoração,Utensílios,1373.36,672.28,GlobalBR Comércio
3911,3492,316,troca,2023-12-22,2023-12-30,resolvido,8477,105,1,963.99,0.01,105,Suplementos 105,Beleza & Saúde,Suplementos,973.73,417.97,TechBrasil Ltda
3912,9237,2732,atraso,2023-01-26,2023-02-14,resolvido,22588,79,3,365.13,0.01,79,Tênis Esportivo 79,Esporte & Lazer,Tênis Esportivo,368.82,203.74,DeltaFornece ME
3912,9237,2732,atraso,2023-01-26,2023-02-14,resolvido,22589,66,1,1030.97,0.02,66,Quadros 66,Casa & Decoração,Quadros,1052.01,467.25,NorteImport Ltda
3912,9237,2732,atraso,2023-01-26,2023-02-14,resolvido,22590,200,1,2479.69,0.01,200,Luminárias 200,Casa & Decoração,Luminárias,2504.74,1010.42,DeltaFornece ME
3912,9237,2732,atraso,2023-01-26,2023-02-14,resolvido,22591,47,2,1531.46,0.01,47,Roupas Íntimas 47,Moda,Roupas Íntimas,1546.93,1144.28,MarcoPolo Distribuição
3912,9237,2732,atraso,2023-01-26,2023-02-14,resolvido,22592,197,2,2920.12,0.0,197,Literatura 197,Livros & Papelaria,Literatura,2920.12,1970.78,NorteImport Ltda
3912,9237,2732,atraso,2023-01-26,2023-02-14,resolvido,22593,164,2,2115.1,0.03,164,Camisetas 164,Moda,Camisetas,2180.52,1417.57,SulFornece SA
3913,4995,1082,atraso,2023-08-16,,escalado,12193,196,1,1020.67,0.04,196,Calçados 196,Moda,Calçados,1063.2,444.02,AlphaSupply
3913,4995,1082,atraso,2023-08-16,,escalado,12194,154,1,974.48,0.03,154,Roupas Infantis 154,Bebês & Crianças,Roupas Infantis,1004.62,586.48,DeltaFornece ME
3913,4995,1082,atraso,2023-08-16,,escalado,12195,128,5,1298.55,0.03,128,Livros Técnicos 128,Livros & Papelaria,Livros Técnicos,1338.71,888.72,TechBrasil Ltda
3914,6228,2786,troca,2024-05-20,2024-05-24,resolvido,15293,151,1,701.11,0.03,151,Brinquedos 151,Bebês & Crianças,Brinquedos,722.79,302.5,MegaDistribuidora
3914,6228,2786,troca,2024-05-20,2024-05-24,resolvido,15294,1,2,1199.06,0.26,1,Smartphones 1,Eletrônicos,Smartphones,1620.35,929.9,DeltaFornece ME
